Risk-Free Rate,Implied Volatility,Relative Error TRBDF2,Relative Error CN,Relative Error CNwRS,Error Diff CNwRS vs CN,Error Diff TR-BDF2 vs CN,Error Diff TR-BDF2 vs CNwRS
0.1,0.22,0.13102198938172155,0.11995650353975279,0.11715009508959381,-0.002806408450158976,0.011065485841968759,0.013871894292127734
0.1,0.23,0.13743306911308353,0.1267572847260186,0.12381703760588954,-0.0029402471201290664,0.01067578438706493,0.013616031507193996
0.1,0.24000000000000002,0.14367197571747148,0.13333922543669002,0.13027232295768654,-0.003066902479003486,0.010332750280781455,0.013399652759784941
0.1,0.25,0.14974215293191714,0.13970681670258314,0.13652015565731873,-0.0031866610452644106,0.010035336229334002,0.013221997274598413
0.1,0.26,0.15564702604946104,0.14586463392033025,0.14256482515544847,-0.003299808764881784,0.00978239212913079,0.013082200894012574
0.1,0.27,0.16139001292877478,0.15181733792793084,0.1484107321908669,-0.0034066057370639446,0.009572675000843939,0.012979280737907883
0.1,0.28,0.1669745333252888,0.15756971363189265,0.1540623803342687,-0.0035073332976239546,0.009404819693396155,0.01291215299102011
0.1,0.29000000000000004,0.1724040161472731,0.16312666885045551,0.1595244161137462,-0.003602252736709305,0.00927734729681759,0.012879600033526895
0.1,0.3,0.17768190445665918,0.16849323701633015,0.16480161920912542,-0.003691617807204728,0.009188667440329035,0.012880285247533763
0.1,0.31,0.18281165822011233,0.17367457986783597,0.16989890087167855,-0.003775678996157411,0.009137078352276368,0.012912757348433779
0.1,0.32,0.18779675493356343,0.17867596449295073,0.17482129113762304,-0.003854673355327687,0.009120790440612703,0.01297546379594039
0.1,0.33,0.19264068834935819,0.18350276010550604,0.17957391625749433,-0.003928843848011704,0.00913792824385215,0.013066772091863854
0.1,0.34,0.19734696556633383,0.18816040292452146,0.18416199147892115,-0.003998411445600314,0.009186562641812362,0.013184974087412676
0.1,0.35000000000000003,0.201919102787228,0.19265439260927383,0.18859078844907814,-0.0040636041601956885,0.00926471017795416,0.01332831433814985
0.1,0.36000000000000004,0.20636062003005975,0.19699025141857535,0.19286561924193923,-0.004124632176636112,0.009370368611484409,0.01349500078812052
0.1,0.37,0.21067503508521446,0.20117351562735197,0.19699180570813138,-0.004181709919220594,0.009501519457862484,0.013683229377083078
0.1,0.38,0.2148658569707817,0.20520969837792033,0.2009746637151654,-0.004235034662754933,0.009656158592861369,0.013891193255616302
0.1,0.39,0.2189365791269789,0.20910428106601092,0.20481947453461796,-0.0042848065313929595,0.00983229806096797,0.01411710459236093
0.1,0.4,0.2228906725411237,0.21286267929625427,0.20853147423241178,-0.0043312050638424915,0.010027993244869443,0.014359198308711935
0.1,0.41000000000000003,0.22673157898098925,0.21649023287822547,0.21211582074633262,-0.004374412131892852,0.010241346102763782,0.014615758234656634
0.1,0.42000000000000004,0.23046270446486156,0.21999218953138006,0.2155775900863904,-0.0044145994449896475,0.0104705149334815,0.014885114378471148
0.1,0.43,0.2340874130838326,0.22337369099912857,0.2189217561707527,-0.004451934828375859,0.01071372208470403,0.015165656913079889
0.1,0.44,0.2376090212509092,0.22663975436581313,0.22215318109458876,-0.00448657327122437,0.010969266885096085,0.015455840156320455
0.1,0.45,0.24103079243876238,0.22979526807704506,0.22527660289834212,-0.004518665178702946,0.01123552436171732,0.015754189540420266
0.1,0.46,0.2443559324404616,0.23284498202248807,0.2282966241576645,-0.004548357864823577,0.011510950417973537,0.016059308282797113
0.1,0.47000000000000003,0.24758758517175722,0.23579350099473737,0.23121771127846943,-0.004575789716267931,0.011794084177019853,0.016369873893287784
0.1,0.48000000000000004,0.25072882902271854,0.23864528028635737,0.23404419032065793,-0.00460108996569944,0.012083548736361166,0.016684638702060606
0.1,0.49,0.2537826737475722,0.2414046224524179,0.23678023996117503,-0.004624382491242862,0.012378051295154291,0.017002433786397153
0.1,0.5,0.2567520578804814,0.24407567538306799,0.23942988971615925,-0.004645785666908736,0.012676382497413402,0.017322168164322138
0.1,0.51,0.2596398466517134,0.246662431696957,0.24199702065271278,-0.004665411044244228,0.012977414954756405,0.017642825999000633
0.1,0.52,0.2624488303760021,0.24916872910781387,0.24448536422602526,-0.00468336488178861,0.01328010126818821,0.01796346614997682
0.1,0.53,0.2651817232844542,0.25159825195525193,0.2468985048962311,-0.00469974705902082,0.01358347132920229,0.01828321838822311
0.1,0.54,0.2678411627610192,0.2539545348149291,0.24923988207216577,-0.004714652742763309,0.013886627946090135,0.018601280688853444
0.1,0.55,0.27042970895468527,0.25624095907350286,0.25151278750022443,-0.004728171573278428,0.014188749881182405,0.018916921454460833
0.1,0.56,0.272949844727965,0.25846076243549104,0.2537203742993407,-0.004740388136150353,0.014489082292473976,0.01922947042862433
0.1,0.5700000000000001,0.27540397590858134,0.26061704022051724,0.255865658190232,-0.004751382030285245,0.014786935688064107,0.01953831771834935
0.1,0.5800000000000001,0.2777944318131586,0.2627127495019699,0.25795152153570283,-0.004761227966267045,0.015081682311188727,0.019842910277455772
0.1,0.59,0.2801234660079372,0.26475071308644277,0.25998071489401064,-0.004769998192432123,0.015372752921494426,0.02014275111392655
0.1,0.6,0.2823932572777901,0.26673362632252107,0.2619558645197334,-0.004777761802787661,0.01565963095526901,0.02043739275805667
0.1,0.61,0.2846059107777708,0.2686640542134799,0.2638794735895386,-0.00478458062394127,0.015941856564290924,0.020726437188232194
0.1,0.62,0.286763459335223,0.2705444431905652,0.26575392959248073,-0.004790513598084467,0.016219016144657816,0.021009529742742283
0.1,0.63,0.28886786488496374,0.2723771234035758,0.26758150687218385,-0.004795616531391933,0.01649074148138796,0.021286358012779893
0.1,0.64,0.29092102001149767,0.274164313249837,0.26936436846530415,-0.004799944784532828,0.01675670676166069,0.021556651546193517
0.1,0.65,0.29292474957797976,0.2759081238042935,0.2711045775770365,-0.004803546227257038,0.017016625773686234,0.021820172000943272
0.1,0.66,0.29488081242685227,0.2776105632105953,0.27280409439645,-0.004806468814145315,0.017270249216256972,0.022076718030402287
0.1,0.67,0.2967909031324648,0.27927354135941035,0.27446478520892686,-0.004808756150483484,0.017517361773054463,0.022326117923537947
0.1,0.68,0.2986566537940317,0.28089887410210257,0.2760884242427165,-0.004810449859386057,0.017757779691929154,0.02256822955131521
0.1,0.6900000000000001,0.3004796358525879,0.28248828755470706,0.27767669696688213,-0.004811590587824932,0.01799134829788085,0.02280293888570578
0.1,0.7000000000000001,0.3022613619242709,0.2840434216903916,0.27923120650010713,-0.004812215190284463,0.018217940233879293,0.023030155424163756
0.1,0.7100000000000001,0.3040032876376703,0.2855658348450886,0.2807534789285919,-0.004812355916496647,0.018437452792581743,0.02324980870907839
0.1,0.72,0.305706813465718,0.2870570074003203,0.2822449598807537,-0.004812047519566598,0.01864980606539768,0.023461853584964276
0.1,0.73,0.3073732865469891,0.28851834557281164,0.2837070255173401,-0.004811320055471524,0.018854940974177448,0.02366626102964897
0.1,0.74,0.30900400248793175,0.28995118523055974,0.28514098110547287,-0.00481020412508687,0.019052817257372012,0.023863021382458882
0.1,0.75,0.31060020714120873,0.2913567954726775,0.28654806861053334,-0.004808726862144175,0.01924341166853122,0.024052138530675393
0.1,0.76,0.31216309835479467,0.2927363791942414,0.28792946669819464,-0.004806912496046756,0.019426719160553274,0.02423363165660003
0.1,0.77,0.31369382768857096,0.29409108051731386,0.2892862945874894,-0.004804785929824473,0.019602747171257096,0.02440753310108157
0.1,0.78,0.315193502094842,0.2954219831554889,0.2906196136214727,-0.004802369534016193,0.019771518939353083,0.024573888473369276
0.1,0.79,0.3166631855604958,0.2967301173769467,0.2919304338338954,-0.004799683543051325,0.019933068183549063,0.024732751726600388
0.1,0.8,0.31810390070696126,0.29801646126314213,0.2932197139456951,-0.004796747317447003,0.020087439443819133,0.024884186761266136
